Site,Type,Transect,Repetition,Genus,Spp,N_ind,N_juv,N_ad,N_m,N_f,Angle,Dis
Ambodivoara,Nocturnal,3,4,Avahi,laniger,1,NA,NA,NA,NA,2.094395102,10
Ambodivoara,Nocturnal,3,5,Allocebus,trichotis,1,NA,NA,NA,NA,4.241150082,7
Ambodivoara,Nocturnal,3,2,Propithecus,candidus,3,NA,NA,NA,NA,1.483529864,23
Ambodivoara,Nocturnal,3,2,Propithecus,candidus,3,NA,NA,NA,NA,1.221730476,20
Ambodivoara,Nocturnal,3,3,Eulemur,rubriventer,1,NA,NA,NA,2,1.570796327,15
Ambodivoara,Diurnal,1,4,Eulemur,albifrons,6,1,NA,3,3,1.221730476,20
Ambodivoara,Diurnal,1,4,Hapalemur,occidentalis,3,NA,NA,NA,NA,0.34906585,10
Ambodivoara,Diurnal,3,5,Hapalemur,occidentalis,NA,NA,NA,NA,NA,NA,NA
Ambodivoara,Nocturnal,3,2,Eulemur,rubriventer,NA,NA,NA,NA,NA,NA,NA
Ambodivoara,Nocturnal,3,3,Eulemur,rubriventer,NA,NA,NA,NA,NA,NA,NA
Ambodivoara,Diurnal,2,5,Eulemur,albifrons,NA,NA,NA,1,NA,1.221730476,16
Ambodivoara,Diurnal,1,5,Propithecus,candidus,3,NA,NA,1,2,1.396263402,20
Ambodivoara,Diurnal,1,5,Hapalemur,occidentalis,1,NA,NA,NA,NA,0.34906585,15
Ambodivoara,Diurnal,3,2,Eulemur,rubriventer,1,NA,NA,1,NA,1.047197551,18
Ambodivoara,Diurnal,3,3,Eulemur,rubriventer,4,NA,NA,1,3,1.221730476,12
Ambodivoara,Diurnal,3,3,Hapalemur,occidentalis,5,NA,NA,NA,NA,1.396263402,15
Ambodivoara,Diurnal,3,4,Propithecus,candidus,2,1,NA,1,1,0,0
Ambodivoara,Diurnal,3,4,Eulemur,rubriventer,2,1,NA,1,1,1.570796327,23
Ambodivoara,Diurnal,1,8,Propithecus,candidus,3,NA,NA,1,2,0,0
Ambodivoara,Diurnal,3,5,Eulemur,albifrons,5,NA,NA,1,4,1.745329252,15
Ambodivoara,Diurnal,2,9,Eulemur,rubriventer,3,NA,NA,1,2,1.570796327,8
Ambodivoara,Diurnal,1,9,Propithecus,candidus,3,NA,NA,1,2,0,0
Ambodivoara,Diurnal,4,1,Eulemur,albifrons,6,NA,NA,3,3,5.235987756,10
Ambodivoara,Diurnal,3,6,Eulemur,rubriventer,2,1,NA,1,1,5.061454831,10
Ambodivoara,Diurnal,3,6,Eulemur,albifrons,2,NA,NA,1,1,5.934119457,8
Ambodivoara,Diurnal,1,10,Hapalemur,occidentalis,1,NA,NA,1,NA,1.570796327,10
Ambodivoara,Diurnal,1,10,Eulemur,rubriventer,2,NA,NA,1,1,5.585053606,12
Ambodivoara,Diurnal,1,10,Eulemur,rubriventer,2,NA,NA,1,1,1.396263402,8
Ambodivoara,Diurnal,3,8,Eulemur,rubriventer,1,NA,NA,1,NA,1.570796327,15
Ambodivoara,Diurnal,1,11,Propithecus,candidus,1,NA,NA,NA,NA,5.026548246,20
Ambodivoara,Diurnal,1,12,Eulemur,rubriventer,4,NA,NA,2,2,0,2
Ambodivoara,Diurnal,4,3,Propithecus,candidus,2,0,NA,1,1,0,2
Ambodivoara,Diurnal,4,4,Propithecus,candidus,3,NA,NA,1,2,0,0
Ambodivoara,Diurnal,1,14,Propithecus,candidus,3,NA,NA,1,2,5.585053606,10
Ambodivoara,Diurnal,4,6,Eulemur,albifrons,5,NA,NA,2,3,5.235987756,10
Ambodivoara,Diurnal,1,16,Hapalemur,occidentalis,1,NA,NA,NA,NA,1.047197551,20
Ambodivoara,Diurnal,2,15,Eulemur,rubriventer,NA,NA,NA,1,NA,0,0
Ambodivoara,Diurnal,2,19,Eulemur,rubriventer,1,NA,NA,1,NA,0,0
Ambodivoara,Diurnal,1,19,Eulemur,rubriventer,2,NA,NA,1,1,0,0
Ambodivoara,Diurnal,2,19,Eulemur,rubriventer,2,NA,NA,NA,NA,1.570796327,20
Ambodivoara,Diurnal,1,21,Eulemur,rubriventer,2,NA,NA,1,1,0,0
Ambodivoara,Diurnal,1,21,Propithecus,candidus,3,NA,NA,1,2,1.570796327,7
Ambodivoara,Diurnal,1,22,Eulemur,albifrons,5,NA,NA,3,2,4.974188368,5
Ambodivoara,Diurnal,1,25,Propithecus,candidus,3,NA,NA,1,2,4.36332313,4
Ambodivoara,Diurnal,4,18,Propithecus,candidus,3,NA,NA,1,2,0.698131701,3
Ambodivoara,Diurnal,4,18,Eulemur,albifrons,1,NA,NA,1,NA,5.061454831,10
Ambodivoara,Diurnal,3,21,Eulemur,rubriventer,3,NA,NA,2,1,2.094395102,10
Ambodivoara,Nocturnal,3,1,Lepilemur,seali,1,NA,NA,NA,NA,0.523598776,8
Ambodivoara,Nocturnal,3,1,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.221730476,11
Ambodivoara,Nocturnal,3,1,Microcebus,mittermeieri,1,NA,NA,NA,NA,0.261799388,3
Ambodivoara,Nocturnal,3,1,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.396263402,12
Ambodivoara,Nocturnal,3,1,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.553343034,7
Ambodivoara,Nocturnal,3,1,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.047197551,15
Ambodivoara,Nocturnal,3,1,Avahi,laniger,2,NA,NA,NA,NA,0.698131701,15
Ambodivoara,Nocturnal,1,3,Avahi,laniger,2,NA,NA,NA,NA,0.698131701,16
Ambodivoara,Nocturnal,1,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,0.610865238,20
Ambodivoara,Nocturnal,1,3,Lepilemur,seali,1,NA,NA,NA,NA,0.34906585,12
Ambodivoara,Nocturnal,1,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,0.698131701,12
Ambodivoara,Nocturnal,1,3,Allocebus,trichotis,1,NA,NA,NA,NA,0.872664626,4
Ambodivoara,Nocturnal,2,5,Allocebus,trichotis,1,NA,NA,NA,NA,0.785398163,3
Ambodivoara,Nocturnal,2,5,Allocebus,trichotis,1,NA,NA,NA,NA,0.523598776,7
Ambodivoara,Nocturnal,2,5,Avahi,laniger,1,NA,NA,NA,NA,1.308996939,20
Ambodivoara,Nocturnal,2,5,Microcebus,mittermeieri,1,NA,NA,NA,NA,0.785398163,10
Ambodivoara,Nocturnal,2,5,Avahi,laniger,1,NA,NA,NA,NA,0.34906585,12
Ambodivoara,Nocturnal,2,5,Allocebus,trichotis,1,NA,NA,NA,NA,0.523598776,8
Ambodivoara,Nocturnal,2,6,Microcebus,mittermeieri,2,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,2,6,Microcebus,mittermeieri,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,2,6,Allocebus,trichotis,1,NA,NA,NA,NA,4.939281783,6
Ambodivoara,Nocturnal,2,6,Lepilemur,seali,2,NA,NA,NA,NA,5.201081171,22
Ambodivoara,Nocturnal,3,2,Microcebus,mittermeieri,1,NA,NA,NA,NA,0.698131701,6
Ambodivoara,Nocturnal,3,2,Allocebus,trichotis,1,NA,NA,NA,NA,0.767944871,5
Ambodivoara,Nocturnal,3,2,Avahi,laniger,1,NA,NA,NA,NA,1.221730476,3
Ambodivoara,Nocturnal,3,2,Lepilemur,seali,1,NA,NA,NA,NA,1.396263402,2
Ambodivoara,Nocturnal,3,2,Lepilemur,seali,1,NA,NA,NA,NA,0.523598776,3
Ambodivoara,Nocturnal,1,4,Avahi,laniger,1,NA,NA,NA,NA,5.393067389,9
Ambodivoara,Nocturnal,1,4,Avahi,laniger,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,3,3,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,30
Ambodivoara,Nocturnal,3,3,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,5
Ambodivoara,Nocturnal,3,3,Allocebus,trichotis,1,NA,NA,NA,NA,5.218534463,3
Ambodivoara,Nocturnal,3,3,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,17
Ambodivoara,Nocturnal,3,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.570796327,11
Ambodivoara,Nocturnal,3,3,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,20
Ambodivoara,Nocturnal,3,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,4.171336912,8
Ambodivoara,Nocturnal,3,3,Allocebus,trichotis,1,NA,NA,NA,NA,4.537856055,20
Ambodivoara,Nocturnal,3,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,3,3,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,3
Ambodivoara,Nocturnal,3,3,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,1
Ambodivoara,Nocturnal,1,5,Microcebus,mittermeieri,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,1,5,Avahi,laniger,1,NA,NA,NA,NA,1.710422667,20
Ambodivoara,Nocturnal,2,7,Avahi,laniger,2,NA,NA,NA,NA,2.094395102,2
Ambodivoara,Nocturnal,2,7,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.570796327,4
Ambodivoara,Nocturnal,2,7,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,2
Ambodivoara,Nocturnal,2,7,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,30
Ambodivoara,Nocturnal,2,7,Allocebus,trichotis,1,NA,NA,NA,NA,1.570796327,15
Ambodivoara,Nocturnal,2,7,Avahi,laniger,NA,NA,NA,NA,NA,NA,NA
Ambodivoara,Nocturnal,4,1,Avahi,laniger,1,NA,NA,NA,NA,0.733038286,13
Ambodivoara,Nocturnal,4,1,Allocebus,trichotis,1,NA,NA,NA,NA,0.663225116,12
Ambodivoara,Nocturnal,4,1,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.047197551,9
Ambodivoara,Nocturnal,4,1,Allocebus,trichotis,1,NA,NA,NA,NA,5.061454831,24
Ambodivoara,Nocturnal,4,1,Microcebus,mittermeieri,1,NA,NA,NA,NA,4.188790205,22
Ambodivoara,Nocturnal,3,4,Eulemur,rubriventer,NA,NA,NA,NA,NA,NA,NA
Ambodivoara,Nocturnal,3,4,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.221730476,12
Ambodivoara,Nocturnal,3,4,Eulemur,albifrons,NA,NA,NA,4,1,NA,NA
Ambodivoara,Nocturnal,3,4,Microcebus,mittermeieri,1,NA,NA,NA,NA,5.550147021,6
Ambodivoara,Nocturnal,2,8,Allocebus,trichotis,1,NA,NA,NA,NA,1.291543646,16
Ambodivoara,Nocturnal,2,8,Avahi,laniger,3,NA,NA,NA,NA,1.570796327,12
Ambodivoara,Nocturnal,2,8,Allocebus,trichotis,1,NA,NA,NA,NA,1.047197551,6
Ambodivoara,Nocturnal,4,2,Avahi,laniger,1,NA,NA,1,1,1.221730476,4
Ambodivoara,Nocturnal,4,2,Lepilemur,seali,1,NA,NA,NA,NA,5.410520681,16
Ambodivoara,Nocturnal,4,2,Allocebus,trichotis,1,NA,NA,NA,NA,4.886921906,10
Ambodivoara,Nocturnal,4,2,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.221730476,13
Ambodivoara,Nocturnal,4,2,Avahi,laniger,1,NA,NA,NA,NA,1.256637061,9
Ambodivoara,Nocturnal,4,2,Lepilemur,seali,1,NA,NA,NA,NA,0.907571211,6
Ambodivoara,Nocturnal,4,2,Allocebus,trichotis,1,NA,NA,NA,NA,NA,10
Ambodivoara,Nocturnal,1,6,Avahi,laniger,1,NA,NA,NA,NA,0.872664626,3
Ambodivoara,Nocturnal,3,5,Lepilemur,seali,1,NA,NA,NA,NA,4.886921906,6
Ambodivoara,Nocturnal,3,5,Lepilemur,seali,1,NA,NA,NA,NA,1.082104136,22
Ambodivoara,Nocturnal,3,5,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.570796327,10
Ambodivoara,Nocturnal,4,3,Propithecus,candidus,3,NA,NA,NA,NA,1.710422667,28
Ambodivoara,Nocturnal,4,3,Avahi,laniger,3,NA,NA,NA,NA,1.570796327,10
Ambodivoara,Nocturnal,4,3,Allocebus,trichotis,1,NA,NA,NA,NA,1.570796327,5
Ambodivoara,Nocturnal,4,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,4,3,Lepilemur,seali,1,NA,NA,NA,NA,2.460914245,18
Ambodivoara,Nocturnal,4,3,Lepilemur,seali,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,4,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.570796327,5
Ambodivoara,Nocturnal,4,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,2.652900463,3
Ambodivoara,Nocturnal,1,7,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,10
Ambodivoara,Nocturnal,1,7,Avahi,laniger,1,NA,NA,NA,NA,1.570796327,30
Ambodivoara,Nocturnal,1,7,Lepilemur,seali,1,NA,NA,NA,NA,3.001966313,20
Ambodivoara,Nocturnal,1,7,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,5
Ambodivoara,Nocturnal,1,7,Allocebus,trichotis,1,NA,NA,NA,NA,1.745329252,7
Ambodivoara,Nocturnal,1,7,Microcebus,mittermeieri,1,NA,NA,NA,NA,3.857177647,4
Ambodivoara,Nocturnal,1,7,Avahi,laniger,2,NA,NA,NA,NA,6.108652382,20
Ambodivoara,Nocturnal,1,7,Microcebus,mittermeieri,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,1,7,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.675516082,1
Ambodivoara,Nocturnal,1,7,Microcebus,mittermeieri,1,NA,NA,NA,NA,4.398229715,2
Ambodivoara,Nocturnal,1,7,Avahi,laniger,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,2,9,Avahi,laniger,1,NA,NA,NA,NA,1.570796327,25
Ambodivoara,Nocturnal,2,9,Allocebus,trichotis,1,NA,NA,NA,NA,1.570796327,8
Ambodivoara,Nocturnal,4,4,Microcebus,mittermeieri,2,NA,NA,NA,NA,0.785398163,10
Ambodivoara,Nocturnal,3,6,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,8
Ambodivoara,Nocturnal,3,6,Allocebus,trichotis,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,3,6,Microcebus,mittermeieri,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,3,6,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,4.71238898,9
Ambodivoara,Nocturnal,3,6,Lepilemur,seali,2,NA,NA,NA,NA,5.061454831,25
Ambodivoara,Nocturnal,3,6,Lepilemur,seali,2,NA,NA,NA,NA,1.570796327,18
Ambodivoara,Nocturnal,1,8,Lepilemur,seali,1,NA,NA,NA,NA,1.221730476,5
Ambodivoara,Nocturnal,1,8,Avahi,laniger,3,NA,NA,NA,NA,5.585053606,25
Ambodivoara,Nocturnal,2,10,Microcebus,mittermeieri,1,NA,NA,NA,NA,0.872664626,15
Ambodivoara,Nocturnal,3,7,Allocebus,trichotis,1,NA,NA,NA,NA,1.221730476,10
Ambodivoara,Nocturnal,3,7,Microcebus,mittermeieri,1,NA,NA,NA,NA,5.410520681,8
Ambodivoara,Nocturnal,4,5,Avahi,laniger,2,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,4,5,Microcebus,mittermeieri,1,NA,NA,NA,NA,5.759586532,4
Ambodivoara,Nocturnal,1,9,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.570796327,15
Ambodivoara,Nocturnal,2,11,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.570796327,4
Ambodivoara,Nocturnal,2,11,Microcebus,mittermeieri,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,3,8,Allocebus,trichotis,1,NA,NA,NA,NA,0.06981317,5
Ambodivoara,Nocturnal,3,8,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.221730476,16
Ambodivoara,Nocturnal,2,12,Allocebus,trichotis,1,NA,NA,NA,NA,0.174532925,4
Ambodivoara,Nocturnal,2,12,Avahi,laniger,2,NA,NA,NA,NA,1.570796327,5
Ambodivoara,Nocturnal,2,12,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,2
Ambodivoara,Nocturnal,4,7,Lepilemur,seali,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,4,7,Microcebus,mittermeieri,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,4,7,Allocebus,trichotis,1,NA,NA,NA,NA,1.221730476,10
Ambodivoara,Nocturnal,4,7,Avahi,laniger,1,NA,NA,NA,NA,1.326450232,10
Ambodivoara,Nocturnal,1,11,Allocebus,trichotis,1,NA,NA,NA,NA,1.431169987,3
Ambodivoara,Nocturnal,1,11,Lepilemur,seali,2,NA,NA,NA,NA,1.570796327,15
Ambodivoara,Nocturnal,1,11,Avahi,laniger,1,NA,NA,NA,NA,3.839724354,4
Ambodivoara,Nocturnal,1,11,Lepilemur,seali,1,NA,NA,NA,NA,0.698131701,8
Ambodivoara,Nocturnal,1,11,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,10
Ambodivoara,Nocturnal,1,11,Lepilemur,seali,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,1,11,Allocebus,trichotis,1,NA,NA,NA,NA,NA,NA
Ambodivoara,Nocturnal,2,13,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.780235837,5
Ambodivoara,Nocturnal,2,13,Allocebus,trichotis,1,NA,NA,NA,NA,2.443460953,5
Ambodivoara,Nocturnal,2,13,Avahi,laniger,1,NA,NA,NA,NA,5.759586532,3
Ambodivoara,Nocturnal,2,13,Avahi,laniger,2,NA,NA,NA,NA,1.570796327,10
Ambodivoara,Nocturnal,2,13,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,10
Ambodivoara,Nocturnal,2,13,Lepilemur,seali,1,NA,NA,NA,NA,4.886921906,15
Ambodivoara,Nocturnal,2,13,Lepilemur,seali,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,4,8,Avahi,laniger,2,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,4,8,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,0
Ambodivoara,Nocturnal,4,8,Propithecus,candidus,2,NA,NA,NA,NA,1.570796327,10
Ambodivoara,Nocturnal,4,8,Avahi,laniger,1,NA,NA,NA,NA,4.188790205,5
Ambodivoara,Nocturnal,4,9,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,10
Ambodivoara,Nocturnal,1,12,Avahi,laniger,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,1,12,Microcebus,mittermeieri,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,1,12,Propithecus,candidus,NA,NA,NA,NA,1,4.886921906,8
Ambodivoara,Nocturnal,1,12,Avahi,laniger,1,NA,NA,NA,NA,5.585053606,4
Ambodivoara,Nocturnal,1,12,Avahi,laniger,1,NA,NA,NA,NA,4.71238898,7
Ambodivoara,Nocturnal,3,9,Lepilemur,seali,NA,NA,NA,NA,1,5.410520681,3
Ambodivoara,Nocturnal,3,9,Lepilemur,seali,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,3,9,Lepilemur,seali,NA,NA,NA,NA,1,0,0
Ambodivoara,Nocturnal,4,11,Eulemur,rubriventer,NA,NA,NA,1,1,0,0
Ambodivoara,Nocturnal,4,11,Propithecus,candidus,1,NA,NA,NA,NA,1.570796327,20
Ambodivoara,Nocturnal,4,11,Lepilemur,seali,1,NA,NA,NA,NA,0.523598776,4
Ambodivoara,Nocturnal,2,15,Allocebus,trichotis,1,NA,NA,NA,NA,1.204277184,14
Ambodivoara,Nocturnal,2,15,Allocebus,trichotis,1,NA,NA,NA,NA,0.698131701,10
Ambodivoara,Nocturnal,2,15,Allocebus,trichotis,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,2,15,Allocebus,trichotis,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,4,12,Avahi,laniger,1,NA,NA,NA,NA,1.570796327,1
Ambodivoara,Nocturnal,4,12,Allocebus,trichotis,1,NA,NA,NA,NA,0.698131701,8
Ambodivoara,Nocturnal,4,12,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,16
Ambodivoara,Nocturnal,4,12,Avahi,laniger,NA,NA,NA,NA,1,1.570796327,12
Ambodivoara,Nocturnal,4,12,Allocebus,trichotis,1,NA,NA,NA,NA,1.570796327,14
Ambodivoara,Nocturnal,4,12,Lepilemur,seali,1,NA,NA,NA,NA,0,0
Ambodivoara,Nocturnal,4,12,Eulemur,albifrons,4,NA,NA,NA,NA,NA,NA
Antanambe,Diurnal,2,2,Eulemur,albifrons,NA,NA,NA,NA,NA,NA,NA
Antanambe,Diurnal,3,2,Eulemur,albifrons,NA,NA,NA,NA,NA,NA,NA
Ambavala,Diurnal,1,2,Eulemur,albifrons,3,0,3,2,1,0.785398163,10
Ambavala,Nocturnal,2,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,5
Ambavala,Nocturnal,2,2,Microcebus,lehilahytsara,1,0,1,NA,NA,0.523598776,5
Ambavala,Nocturnal,1,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,3
Ambavala,Nocturnal,3,1,Microcebus,lehilahytsara,1,0,1,NA,NA,1.570796327,8
Antanambe,Nocturnal,1,3,Cheirogaleus,crossleyi,4,NA,NA,NA,NA,0,0
Ambavala,Nocturnal,3,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,7
Ambavala,Nocturnal,3,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,0.785398163,7
Ambavala,Nocturnal,3,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,0.471238898,7
Ambavala,Nocturnal,2,3,Allocebus,trichotis,1,0,1,NA,NA,1.570796327,5
Ambavala,Nocturnal,2,3,Microcebus,lehilahytsara,1,0,1,NA,NA,1.658062789,10
Ambavala,Nocturnal,1,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,0.523598776,5
Ambavala,Nocturnal,2,2,Microcebus,lehilahytsara,1,0,1,NA,NA,0.785398163,4
Ambavala,Nocturnal,3,2,Allocebus,trichotis,1,0,1,NA,NA,0.785398163,5
Antanambe,Nocturnal,3,3,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,12
Antanambe,Nocturnal,2,2,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,0,0
Ambavala,Nocturnal,1,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,0.785398163,7
Antanambe,Nocturnal,3,1,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,4
Antanambe,Nocturnal,1,2,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.570796327,3
Ambavala,Nocturnal,2,2,Microcebus,lehilahytsara,1,0,1,NA,NA,0.785398163,5
Ambavala,Nocturnal,1,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,2
Ambavala,Nocturnal,1,4,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,2
Ambavala,Nocturnal,3,2,Allocebus,trichotis,1,0,1,NA,NA,0.523598776,7
Antanambe,Nocturnal,3,1,Allocebus,trichotis,1,NA,NA,NA,NA,1.570796327,15
Antanambe,Nocturnal,3,3,Avahi,laniger,1,NA,NA,NA,NA,1.570796327,10
Ambavala,Nocturnal,2,2,Microcebus,lehilahytsara,1,0,1,NA,NA,0.698131701,3
Ambavala,Nocturnal,3,1,Cheirogaleus,crossleyi,2,0,2,NA,NA,0,0
Antanambe,Nocturnal,1,1,Cheirogaleus,crossleyi,2,NA,NA,NA,NA,0,0
Ambavala,Nocturnal,3,2,Lepilemur,seali,3,1,2,NA,NA,0.261799388,12
Ambavala,Nocturnal,3,2,Microcebus,lehilahytsara,1,0,1,NA,NA,0.785398163,10
Ambavala,Nocturnal,1,3,Microcebus,lehilahytsara,1,0,1,NA,NA,0,0
Ambavala,Nocturnal,1,4,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,0
Ambavala,Nocturnal,1,1,Cheirogaleus,crossleyi,2,0,2,NA,NA,0.785398163,5
Antanambe,Nocturnal,1,3,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,15
Ambavala,Nocturnal,2,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,3
Antanambe,Nocturnal,2,3,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,3
Antanambe,Nocturnal,3,1,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,8
Antanambe,Nocturnal,3,3,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,3
Ambavala,Nocturnal,1,3,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,25
Ambavala,Nocturnal,3,3,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,3
Antanambe,Nocturnal,1,1,Avahi,laniger,3,NA,NA,NA,NA,1.570796327,10
Antanambe,Nocturnal,1,2,Avahi,laniger,1,NA,NA,NA,NA,1.570796327,10
